G,Name,U+,Style,Tags
,nx,e251,,
,nxc,e250,,
,oberon,e252,,
,objective-j,e253,,
,ocaml,e254,,
,octave,e255,,
,odin,e256,,
,ogone,e257,,
,omnigraffle,e258,,
,ooc,e259,,
,opa,e25a,,
,openapi,e25b,,
,openbsd,e25d,,
,openbsd-alt,e25c,,
,opencl,e25e,,
,opencv,e25f,,
,openexr,e260,,
,opengl,e261,,
,openindiana,e262,,
,openoffice,e263,,
,openpolicyagent,e264,,
,openscad,e265,,
,opensolaris,e266,,
,openstack,e267,,
,openvms,e268,,
,openvpn,e269,,
,openzfs,e26a,,
,org-mode,e26b,,
,os2,e26c,,
,owl,e26d,,
,ox,e26e,,
,oxygene,e26f,,
,oz,e270,,
,p4,e271,,
,pan,e272,,
,papyrus,e273,,
,parrot,e274,,
,pascal,e275,,
,patch,e276,,
,patreon,e277,,
,pawn,e278,,
,pcd,e279,,
,pegjs,e27a,,
,perl6,e27b,,
,phalcon,e27c,,
,phoenix,e27d,,
,photorec,e27e,,
,php,e27f,,
,phpunit,e280,,
,phraseapp,e281,,
,pickle,e282,,
,pico-8,e283,,
,picolisp,e284,,
,pike,e285,,
,pinescript,e286,,
,pipenv,e287,,
,pkgsrc,e288,,
,platformio,e289,,
,pm2,e28a,,
,pnpm,e28b,,
,pod,e28c,,
,pogoscript,e28d,,
,pointwise,e28e,,
,polymer,e28f,,
,pony,e290,,
,postcss,e291,,
,postscript,e292,,
,pov-ray,e293,,
,powerbuilder,e294,,
,powerpc,e295,,
,powershell,e296,,
,precision,e297,,
,precommit,e298,,
,prettier,e299,,
,prisma,e29a,,
,processing,e29b,,
,progress,e29d,,
,progress-old,e29c,,
,propeller,e29e,,
,pros,e2a0,,
,proselint,e29f,,
,protractor,e2a1,,
,pug,e2a3,,
,pug-old,e2a2,,
,pullapprove,e2a4,,
,puppet,e2a5,,
,pure,e2a8,,
,purebasic,e2a6,,
,purescript,e2a7,,
,pypi,e2a9,,
,pyret,e2aa,,
,pytest,e2ab,,
,pyup,e2ac,,
,q#,e2af,,
,qiskit,e2ad,,
,qlikview,e2ae,,
,qt,e2b0,,
,quasar,e2b1,,
,r,e2d7,,
,racket,e2b2,,
,raml,e2b3,,
,rascal,e2b4,,
,razzle,e2b5,,
,rdata,e2b6,,
,rdoc,e2b7,,
,reactos,e2b8,,
,readthedocs,e2b9,,
,realbasic,e2ba,,
,reason,e2bd,,
,reasonstudios,e2bc,,
,reasonstudios-alt,e2bb,,
,rebol,e2be,,
,red,e2c0,,
,red-old,e2bf,,
,redux,e2c1,,
,reek,e2c2,,
,regex,e2c3,,
,remark,e2c4,,
,renovate,e2c5,,
,rescript,e2c6,,
,restql,e2c7,,
,restructuredtext,e2c8,,
,rexx,e2c9,,
,rhino3d,e2ca,,
,ring,e2cb,,
,riot,e2cd,,
,riot-old,e2cc,,
,risc-v,e2ce,,
,rmarkdown,e2cf,,
,robotframework,e2d1,,
,robotframework-old,e2d0,,
,robots,e2d2,,
,rollup,e2d4,,
