G,Name,U+,Style,Tags
,elaboration-message-note,e16b,,
,elaboration-message-plus,e16c,,
,elaboration-message-refresh,e16d,,
,elaboration-message-remove,e16e,,
,elaboration-message-sad,e16f,,
,elaboration-smartphone-cloud,e170,,
,elaboration-smartphone-heart,e171,,
,elaboration-smartphone-noaccess,e172,,
,elaboration-smartphone-note,e173,,
,elaboration-smartphone-pencil,e174,,
,elaboration-smartphone-picture,e175,,
,elaboration-smartphone-refresh,e176,,
,elaboration-smartphone-search,e177,,
,elaboration-tablet-cloud,e178,,
,elaboration-tablet-heart,e179,,
,elaboration-tablet-noaccess,e17a,,
,elaboration-tablet-note,e17b,,
,elaboration-tablet-pencil,e17c,,
,elaboration-tablet-picture,e17d,,
,elaboration-tablet-refresh,e17e,,
,elaboration-tablet-search,e17f,,
,elaboration-todolist-2,e180,,
,elaboration-todolist-check,e181,,
,elaboration-todolist-cloud,e182,,
,elaboration-todolist-download,e183,,
,elaboration-todolist-flagged,e184,,
,elaboration-todolist-minus,e185,,
,elaboration-todolist-noaccess,e186,,
,elaboration-todolist-pencil,e187,,
,elaboration-todolist-plus,e188,,
,elaboration-todolist-refresh,e189,,
,elaboration-todolist-remove,e18a,,
,elaboration-todolist-search,e18b,,
,elaboration-todolist-star,e18c,,
,elaboration-todolist-upload,e18d,,
,exclamation,e18e,,
,eye,e190,,
,eye-closed,e18f,,
,female,e191,,
,flag1,e192,,
,flag2,e193,,
,floppydisk,e194,,
,folder,e196,,
,folder-multiple,e195,,
,gear,e197,,
,geolocalize-01,e198,,
,geolocalize-05,e199,,
,globe,e19a,,
,gunsight,e19b,,
,hammer,e19c,,
,headset,e19d,,
,heart,e19f,,
,heart-broken,e19e,,
,helm,e1a0,,
,home,e1a1,,
,info,e1a2,,
,ipod,e1a3,,
,joypad,e1a4,,
,key,e1a6,,
,keyboard,e1a5,,
,laptop,e1a7,,
,life-buoy,e1a8,,
,lightbulb,e1a9,,
,linea-10,e1aa,,
,linea-arrows-10,e1ab,,
,linea-ecommerce-10,e1ac,,
,linea-elaboration-10,e1ad,,
,linea-music-10,e1ae,,
,linea-software-10,e1af,,
,linea-weather-10,e1b0,,
,link,e1b1,,
,lock,e1b3,,
,lock-open,e1b2,,
,magic-mouse,e1b4,,
,magnifier,e1b7,,
,magnifier-minus,e1b5,,
,magnifier-plus,e1b6,,
,mail,e1bb,,
,mail-multiple,e1b8,,
,mail-open,e1b9,,
,mail-open-text,e1ba,,
,male,e1bc,,
,map,e1bd,,
,message,e1bf,,
,message-multiple,e1be,,
,message-txt,e1c0,,
,mixer2,e1c1,,
,mouse,e1c2,,
,music-beginning-button,e1c3,,
,music-bell,e1c4,,
,music-cd,e1c5,,
,music-diapason,e1c6,,
,music-eject-button,e1c7,,
,music-end-button,e1c8,,
,music-fastforward-button,e1c9,,
,music-headphones,e1ca,,
,music-ipod,e1cb,,
,music-loudspeaker,e1cc,,
,music-microphone,e1ce,,
,music-microphone-old,e1cd,,
,music-mixer,e1cf,,
,music-mute,e1d0,,
,music-note-multiple,e1d1,,
,music-note-single,e1d2,,
,music-pause-button,e1d3,,
,music-play-button,e1d4,,
,music-playlist,e1d5,,
,music-radio-ghettoblaster,e1d6,,
,music-radio-portable,e1d7,,
,music-record,e1d9,,
,music-recordplayer,e1d8,,
,music-repeat-button,e1da,,
,music-rewind-button,e1db,,
,music-shuffle-button,e1dc,,
,music-stop-button,e1dd,,
,music-tape,e1de,,
,music-volume-down,e1df,,
,music-volume-up,e1e0,,
,notebook,e1e3,,
,notebook-pen,e1e2,,
,notebook-pencil,e1e1,,
,paperplane,e1e4,,
,pencil-ruler,e1e6,,
,pencil-ruler-pen-,e1e5,,
,photo,e1e7,,
,picture,e1e9,,
,picture-multiple,e1e8,,
,pin1,e1ea,,
,pin2,e1eb,,
,postcard,e1ed,,
,postcard-multiple,e1ec,,
,printer,e1ee,,
,question,e1ef,,
,rss,e1f0,,
,server,e1f4,,
,server2,e1f1,,
,server-cloud,e1f2,,
,server-download,e1f3,,
,server-upload,e1f5,,
,settings,e1f6,,
,share,e1f7,,
,sheet,e1fb,,
,sheet-multiple-,e1f8,,
,sheet-pen,e1fa,,
,sheet-pencil,e1f9,,
,sheet-txt-,e1fc,,
,signs,e1fd,,
,smartphone,e1fe,,
,software-add-vectorpoint,e1ff,,
,software-box-oval,e200,,
,software-box-polygon,e201,,
