G,Name,U+,Style,Tags
,math-minus,e186,,
,math-percent,e187,,
,math-plus,e188,,
,maximize,e18a,,
,maximize-2,e189,,
,maze,e18b,,
,media-live,e18c,,
,media-podcast,e18d,,
,menu,e19b,,
,menu-boxed,e18e,,
,menu-cake,e18f,,
,menu-cheese,e190,,
,menu-grid-o,e191,,
,menu-grid-r,e192,,
,menu-hotdog,e193,,
,menu-left,e195,,
,menu-left-2,e194,,
,menu-motion,e196,,
,menu-oreos,e197,,
,menu-right,e199,,
,menu-right-2,e198,,
,menu-round,e19a,,
,merge-horizontal,e19c,,
,merge-vertical,e19d,,
,mic,e1a0,,
,microbit,e19e,,
,microsoft,e19f,,
,minimize,e1a2,,
,minimize-2,e1a1,,
,mini-player,e1a3,,
,modem,e1a4,,
,monday,e1a5,,
,moon,e1a6,,
,more,e1aa,,
,more-2,e1a7,,
,more-o,e1a8,,
,more-r,e1a9,,
,more-vertical,e1ae,,
,more-vertical-2,e1ab,,
,more-vertical-o,e1ac,,
,more-vertical-r,e1ad,,
,mouse,e1af,,
,move-down,e1b0,,
,move-left,e1b1,,
,move-right,e1b2,,
,move-task,e1b3,,
,move-up,e1b4,,
,music,e1b7,,
,music-note,e1b5,,
,music-speaker,e1b6,,
,nametag,e1b8,,
,notes,e1b9,,
,notifications,e1ba,,
,npm,e1bb,,
,oculus,e1bc,,
,open-collective,e1bd,,
,options,e1be,,
,organisation,e1bf,,
,overflow,e1c0,,
,pacman,e1c1,,
,password,e1c2,,
,path-back,e1c3,,
,path-crop,e1c4,,
,path-divide,e1c5,,
,path-exclude,e1c6,,
,path-front,e1c7,,
,path-intersect,e1c8,,
,path-outline,e1c9,,
,path-trim,e1ca,,
,path-unite,e1cb,,
,patreon,e1cc,,
,paypal,e1cd,,
,pen,e1ce,,
,pentagon-bottom-left,e1cf,,
,pentagon-bottom-right,e1d0,,
,pentagon-down,e1d1,,
,pentagon-left,e1d2,,
,pentagon-right,e1d3,,
,pentagon-top-left,e1d4,,
,pentagon-top-right,e1d5,,
,pentagon-up,e1d6,,
,performance,e1d7,,
,pexels,e1d8,,
,phone,e1d9,,
,photoscan,e1da,,
,piano,e1db,,
,pill,e1dc,,
,pin,e1df,,
,pin-2,e1dd,,
,pin-bottom,e1de,,
,pin-top,e1e0,,
,play-backwards,e1e1,,
,play-button,e1e4,,
,play-button-o,e1e2,,
,play-button-r,e1e3,,
,play-forwards,e1e5,,
,play-list,e1ea,,
,play-list-add,e1e6,,
,play-list-check,e1e7,,
,play-list-remove,e1e8,,
,play-list-search,e1e9,,
,play-pause,e1ed,,
,play-pause-o,e1eb,,
,play-pause-r,e1ec,,
,play-stop,e1f0,,
,play-stop-o,e1ee,,
,play-stop-r,e1ef,,
,play-track-next,e1f3,,
,play-track-next-o,e1f1,,
,play-track-next-r,e1f2,,
,play-track-prev,e1f6,,
,play-track-prev-o,e1f4,,
,play-track-prev-r,e1f5,,
,plug,e1f7,,
,pocket,e1f8,,
,pokemon,e1f9,,
,polaroid,e1fa,,
,poll,e1fb,,
,presentation,e1fc,,
,printer,e1fd,,
,product-hunt,e1fe,,
,profile,e1ff,,
,pull-clear,e200,,
,push-chevron-down,e203,,
