G,Name,U+,Style,Tags
,poll,e451,,
,polygon,e453,,
,polygon-2,e452,,
,popsicle,e455,,
,popsicle-2,e454,,
,pound,e456,,
,power-off,e457,,
,printer,e459,,
,printer-2,e458,,
,pulse,e45a,,
,purchase-tag,e45e,,
,purchase-tag-2,e45b,,
,purchase-tag-3,e45c,,
,purchase-tag-4,e45d,,
,pyramid,e460,,
,pyramid-2,e45f,,
,qr,e462,,
,qr-scan,e461,,
,question-mark,e463,,
,quote-left,e465,,
,quote-left-2,e464,,
,quote-right,e467,,
,quote-right-2,e466,,
,quote-single-left,e468,,
,quote-single-right,e469,,
,radar,e46a,,
,radiation,e46b,,
,radio,e46f,,
,radio-2,e46c,,
,radio-circle,e46e,,
,radio-circle-marked,e46d,,
,receipt,e471,,
,receipt-2,e470,,
,rectangle,e473,,
,rectangle-2,e472,,
,recycle,e474,,
,redo,e475,,
,reflect-horizontal,e476,,
,reflect-vertical,e477,,
,refresh,e478,,
,registered,e47a,,
,registered-2,e479,,
,rename,e47c,,
,rename-2,e47b,,
,repeat,e47d,,
,reply,e47f,,
,reply-all,e47e,,
,report,e480,,
,repost,e481,,
,reset,e482,,
,restaurant,e483,,
,revision,e484,,
,rewind,e487,,
,rewind-circle,e486,,
,rewind-circle-2,e485,,
,rfid,e488,,
,right-arrow,e48f,,
,right-arrow-2,e489,,
,right-arrow-3,e48a,,
,right-arrow-4,e48b,,
,right-arrow-circle,e48d,,
,right-arrow-circle-2,e48c,,
,right-arrow-square,e48e,,
,right-down-arrow-circle,e491,,
,right-down-arrow-circle-2,e490,,
,right-indent,e492,,
,right-top-arrow-circle,e494,,
,right-top-arrow-circle-2,e493,,
,rocket,e496,,
,rocket-2,e495,,
,rotate-left,e497,,
,rotate-right,e498,,
,rss,e499,,
,ruble,e49a,,
,ruler,e49c,,
,ruler-2,e49b,,
,run,e49d,,
,rupee,e49e,,
,sad,e4a0,,
,sad-2,e49f,,
,save,e4a2,,
,save-2,e4a1,,
,scan,e4a3,,
,scatter-chart,e4a4,,
,school,e4a5,,
,screenshot,e4a6,,
,search,e4ab,,
,search-2,e4a8,,
,search-2-2,e4a7,,
,search-3,e4a9,,
,search-4,e4aa,,
,selection,e4ac,,
,select-multiple,e4ae,,
,select-multiple-2,e4ad,,
,send,e4b0,,
,send-2,e4af,,
,server,e4b2,,
,server-2,e4b1,,
,shape-circle,e4b3,,
,shape-polygon,e4b4,,
,shapes,e4b6,,
,shape-square,e4b5,,
,shape-triangle,e4b7,,
,share,e4bb,,
,share-2,e4b8,,
,share-3,e4b9,,
,share-4,e4ba,,
,shekel,e4bc,,
,shield,e4c6,,
,shield-2,e4be,,
,shield-2-2,e4bd,,
,shield-3,e4bf,,
,shield-4,e4c0,,
,shield-minus,e4c2,,
,shield-minus-2,e4c1,,
,shield-plus,e4c4,,
,shield-plus-2,e4c3,,
,shield-quarter,e4c5,,
,shield-x,e4c8,,
,shield-x-2,e4c7,,
,ship,e4c9,,
,shocked,e4cb,,
,shocked-2,e4ca,,
,shopping-bag,e4cf,,
,shopping-bag-2,e4cc,,
,shopping-bag-3,e4cd,,
,shopping-bags,e4ce,,
,show,e4d4,,
,show-2,e4d0,,
,show-3,e4d1,,
,shower,e4d3,,
,shower-2,e4d2,,
,shuffle,e4d5,,
,sidebar,e4d6,,
,signal-1,e4d7,,
,signal-2,e4d8,,
,signal-3,e4d9,,
,signal-4,e4da,,
,signal-5,e4db,,
,sitemap,e4dc,,
,skip-next,e4df,,
,skip-next-circle,e4de,,
,skip-next-circle-2,e4dd,,
,skip-previous,e4e2,,
,skip-previous-circle,e4e1,,
,skip-previous-circle-2,e4e0,,
,skull,e4e3,,
,sleepy,e4e5,,
,sleepy-2,e4e4,,
,slider,e4e7,,
,slider-2,e4e6,,
,slideshow,e4e9,,
,slideshow-2,e4e8,,
,smile,e4eb,,
,smile-2,e4ea,,
,sort,e4f0,,
,sort-2,e4ec,,
,sort-3,e4ed,,
,sort-a-z,e4ee,,
,sort-down,e4ef,,
,sort-up,e4f1,,
,sort-z-a,e4f2,,
,spa,e4f5,,
,spa-2,e4f3,,
,space-bar,e4f4,,
,speaker,e4f7,,
,speaker-2,e4f6,,
,spray-can,e4f9,,
,spray-can-2,e4f8,,
,spreadsheet,e4fb,,
,spreadsheet-2,e4fa,,
,square,e4ff,,
,square-2,e4fc,,
,square-rounded,e4fe,,
,square-rounded-2,e4fd,,
,star,e502,,
,star-2,e500,,
,star-half,e501,,
,station,e503,,
,stats,e504,,
,sticker,e506,,
,sticker-2,e505,,
,stop,e508,,
,stop-circle,e507,,
,stopwatch,e50a,,
,stopwatch-2,e509,,
,store,e50e,,
,store-2,e50b,,
,store-3,e50c,,
,store-4,e50d,,
,street-view,e50f,,
,strikethrough,e510,,
,subdirectory-left,e511,,
,subdirectory-right,e512,,
,sun,e514,,
,sun-2,e513,,
,support,e515,,
,sushi,e517,,
,sushi-2,e516,,
,swim,e518,,
,sync,e519,,
,tab,e51b,,
,table,e51a,,
,tachometer,e51d,,
,tachometer-2,e51c,,
,tag,e521,,
,tag-2,e51e,,
,tag-3,e51f,,
,tag-4,e520,,
,tag-x,e522,,
,target-lock,e523,,
,task,e524,,
,task-x,e525,,
,taxi,e527,,
,taxi-2,e526,,
,tennis-ball,e529,,
,tennis-ball-2,e528,,
,terminal,e52b,,
,terminal-2,e52a,,
,test-tube,e52c,,
,text,e52d,,
,thermometer,e52e,,
,time,e534,,
,time-2,e52f,,
,time-five,e531,,
,time-five-2,e530,,
,timer,e533,,
,timer-2,e532,,
,tired,e536,,
,tired-2,e535,,
,toggle-left,e538,,
,toggle-left-2,e537,,
,toggle-right,e53a,,
,toggle-right-2,e539,,
,tone,e53c,,
,tone-2,e53b,,
,torch,e53d,,
,to-top,e53e,,
,traffic,e542,,
,traffic-barrier,e53f,,
,traffic-cone,e541,,
,traffic-cone-2,e540,,
,train,e544,,
,train-2,e543,,
,transfer,e546,,
,transfer-2,e545,,
,trash,e54a,,
,trash-2,e547,,
,trash-3,e548,,
,trash-4,e549,,
,tree,e54c,,
,tree-2,e54b,,
,trending-down,e54d,,
,trending-up,e54e,,
,trim,e54f,,
,trip,e550,,
,trophy,e552,,
,trophy-2,e551,,
,truck,e553,,
,t-shirt,e554,,
,tv,e556,,
,tv-2,e555,,
,underline,e557,,
,undo,e558,,
,unite,e559,,
,universal-access,e55b,,
,universal-access-2,e55a,,
,unlink,e55c,,
,up-arrow,e563,,
,up-arrow-2,e55d,,
,up-arrow-3,e55e,,
,up-arrow-4,e55f,,
,up-arrow-circle,e561,,
,up-arrow-circle-2,e560,,
,up-arrow-square,e562,,
,upload,e564,,
,upside-down,e566,,
,upside-down-2,e565,,
,upvote,e568,,
,upvote-2,e567,,
,usb,e569,,
,user,e579,,
,user-2,e56a,,
,user-account,e56b,,
,user-badge,e56c,,
,user-check,e56e,,
,user-check-2,e56d,,
,user-circle,e570,,
,user-circle-2,e56f,,
,user-detail,e571,,
,user-minus,e573,,
,user-minus-2,e572,,
,user-pin,e575,,
,user-pin-2,e574,,
,user-plus,e577,,
,user-plus-2,e576,,
,user-rectangle,e578,,
,user-voice,e57b,,
,user-voice-2,e57a,,
,user-x,e57d,,
,user-x-2,e57c,,
,vector,e57f,,
,vector-2,e57e,,
,vertical-bottom,e580,,
,vertical-center,e581,,
,vertical-top,e582,,
,vial,e584,,
,vial-2,e583,,
,video,e58d,,
,video-2,e585,,
,video-off,e587,,
,video-off-2,e586,,
,video-plus,e589,,
,video-plus-2,e588,,
,video-recording,e58b,,
,video-recording-2,e58a,,
,videos,e58c,,
,virus,e58f,,
,virus-block,e58e,,
,voicemail,e590,,
,volume,e598,,
,volume-2,e591,,
,volume-full,e593,,
,volume-full-2,e592,,
,volume-low,e595,,
,volume-low-2,e594,,
,volume-mute,e597,,
,volume-mute-2,e596,,
,walk,e599,,
,wallet,e59d,,
,wallet-2,e59a,,
,wallet-3,e59b,,
,wallet-4,e59c,,
,washer,e59e,,
,watch,e5a0,,
,watch-2,e59f,,
,water,e5a1,,
,webcam,e5a3,,
,webcam-2,e5a2,,
,widget,e5a4,,
,wifi,e5a9,,
,wifi-0,e5a5,,
,wifi-1,e5a6,,
,wifi-2,e5a7,,
,wifi-off,e5a8,,
,wind,e5b0,,
,window,e5af,,
,window-2,e5aa,,
,window-3,e5ab,,
,window-close,e5ac,,
,window-open,e5ad,,
,windows,e5ae,,
,wine,e5b2,,
,wine-2,e5b1,,
,wink-smile,e5b4,,
,wink-smile-2,e5b3,,
,wink-tongue,e5b6,,
,wink-tongue-2,e5b5,,
,won,e5b7,,
,world,e5b8,,
,wrench,e5ba,,
,wrench-2,e5b9,,
,x,e5be,,
,x-circle,e5bc,,
,x-circle-2,e5bb,,
,x-square,e5bd,,
,yen,e5bf,,
,yin-yang,e5c0,,
,zap,e5c1,,
,zoom-in,e5c3,,
,zoom-in-2,e5c2,,
,zoom-out,e5c5,,
,zoom-out-2,e5c4,,
