G,Name,U+,Style,Tags
,bullet-map,e23a,,
,bus,e23e,,
,bus-2,e23b,,
,bus-one,e23d,,
,bus-one-2,e23c,,
,bus-two,e240,,
,bus-two-2,e23f,,
,butterfly,e242,,
,butterfly-2,e241,,
,buy,e244,,
,buy-2,e243,,
,bydesign,e246,,
,bydesign-2,e245,,
,bytedance,e24c,,
,bytedance-2,e247,,
,bytedance-applets,e249,,
,bytedance-applets-2,e248,,
,bytedance-mini-app,e24b,,
,bytedance-mini-app-2,e24a,,
,cable-car,e24e,,
,cable-car-2,e24d,,
,cactus,e250,,
,cactus-2,e24f,,
,cake,e258,,
,cake-2,e251,,
,cake-five,e253,,
,cake-five-2,e252,,
,cake-four,e255,,
,cake-four-2,e254,,
,cake-one,e257,,
,cake-one-2,e256,,
,cake-three,e25a,,
,cake-three-2,e259,,
,cake-two,e25b,,
,calculator,e25f,,
,calculator-2,e25c,,
,calculator-one,e25e,,
,calculator-one-2,e25d,,
,calendar,e263,,
,calendar-2,e260,,
,calendar-dot,e262,,
,calendar-dot-2,e261,,
,calendar-thirty,e265,,
,calendar-thirty-2,e264,,
,calendar-thirty-two,e267,,
,calendar-thirty-two-2,e266,,
,calendar-three,e269,,
,calendar-three-2,e268,,
,camera,e271,,
,camera-2,e26a,,
,camera-five,e26c,,
,camera-five-2,e26b,,
,camera-four,e26e,,
,camera-four-2,e26d,,
,camera-one,e270,,
,camera-one-2,e26f,,
,camera-three,e273,,
,camera-three-2,e272,,
,camera-two,e275,,
,camera-two-2,e274,,
,camp,e277,,
,camp-2,e276,,
,cancer,e279,,
,cancer-2,e278,,
,candy,e27b,,
,candy-2,e27a,,
,canned-fruit,e27d,,
,canned-fruit-2,e27c,,
,capricornus,e27f,,
,capricornus-2,e27e,,
,car,e28b,,
,car-2,e280,,
,car-battery,e282,,
,car-battery-2,e281,,
,cardioelectric,e283,,
,card-two,e285,,
,card-two-2,e284,,
,carousel,e287,,
,carousel-2,e286,,
,carousel-video,e289,,
,carousel-video-2,e288,,
,carrot,e28a,,
,castle,e28d,,
,castle-2,e28c,,
,cast-screen,e28e,,
,cat,e291,,
,category-management,e290,,
,category-management-2,e28f,,
,cattle,e293,,
,cattle-2,e292,,
,cattle-zodiac,e294,,
,caution,e296,,
,caution-2,e295,,
,cc,e297,,
,cd,e299,,
,cd-2,e298,,
,cell,e29b,,
,cell-2,e29a,,
,ce-marking,e29c,,
,center-alignment,e29d,,
,certificate,e29f,,
,certificate-2,e29e,,
,chafing-dish,e2a3,,
,chafing-dish-2,e2a0,,
,chafing-dish-one,e2a2,,
,chafing-dish-one-2,e2a1,,
,chair,e2a7,,
,chair-2,e2a4,,
,chair-one,e2a6,,
,chair-one-2,e2a5,,
,change,e2aa,,
,change-date-sort,e2a9,,
,change-date-sort-2,e2a8,,
,charging-treasure,e2ac,,
,charging-treasure-2,e2ab,,
,chart-graph,e2ae,,
,chart-graph-2,e2ad,,
,chart-histogram,e2b0,,
,chart-histogram-one,e2af,,
,chart-histogram-two,e2b2,,
,chart-histogram-two-2,e2b1,,
,chart-line,e2b5,,
,chart-line-area,e2b4,,
,chart-line-area-2,e2b3,,
,chart-pie,e2b9,,
,chart-pie-2,e2b6,,
,chart-pie-one,e2b8,,
,chart-pie-one-2,e2b7,,
,chart-proportion,e2bb,,
,chart-proportion-2,e2ba,,
,chart-ring,e2bd,,
,chart-ring-2,e2bc,,
,chart-scatter,e2be,,
,chart-stock,e2c0,,
,chart-stock-2,e2bf,,
,check,e2cc,,
,checkbox,e2c2,,
,checkbox-2,e2c1,,
,check-correct,e2c3,,
,checkerboard,e2c5,,
,checkerboard-2,e2c4,,
,check-in,e2c6,,
,checklist,e2c8,,
,checklist-2,e2c7,,
,check-one,e2ca,,
,check-one-2,e2c9,,
,check-small,e2cb,,
,cheese,e2ce,,
,cheese-2,e2cd,,
,chef-hat,e2d2,,
,chef-hat-2,e2cf,,
,chef-hat-one,e2d1,,
,chef-hat-one-2,e2d0,,
,cherry,e2d4,,
,cherry-2,e2d3,,
,chess,e2d7,,
,chess-one,e2d6,,
,chess-one-2,e2d5,,
,chest,e2d8,,
,chicken,e2dc,,
,chicken-2,e2d9,,
,chicken-leg,e2db,,
,chicken-leg-2,e2da,,
,chicken-zodiac,e2dd,,
,children-cap,e2df,,
,children-cap-2,e2de,,
,children-pyramid,e2e1,,
,children-pyramid-2,e2e0,,
,child-with-pacifier,e2e2,,
,chili,e2e4,,
,chili-2,e2e3,,
,chimney,e2e6,,
