G,Name,U+,Style,Tags
,refresh-ccw,e42a,,
,refresh-ccw-dot,e429,,
,refresh-cw,e42c,,
,refresh-cw-off,e42b,,
,refrigerator,e42d,,
,regex,e42e,,
,remove-formatting,e42f,,
,repeat,e432,,
,repeat-1,e430,,
,repeat-2,e431,,
,replace,e434,,
,replace-all,e433,,
,reply,e436,,
,reply-all,e435,,
,rewind,e437,,
,ribbon,e438,,
,rocket,e439,,
,rocking-chair,e43a,,
,roller-coaster,e43b,,
,rotate-3d,e43c,,
,rotate-ccw,e43e,,
,rotate-ccw-square,e43d,,
,rotate-cw,e440,,
,rotate-cw-square,e43f,,
,route,e443,,
,route-off,e441,,
,router,e442,,
,rows-2,e444,,
,rows-3,e445,,
,rows-4,e446,,
,rss,e447,,
,ruler,e448,,
,russian-ruble,e449,,
