G,Name,U+,Style,Tags
,sailboat,e44a,,
,salad,e44b,,
,sandwich,e44c,,
,satellite,e44e,,
,satellite-dish,e44d,,
,save,e450,,
,save-all,e44f,,
,scale,e452,,
,scale-3d,e451,,
,scaling,e453,,
,scan,e459,,
,scan-barcode,e454,,
,scan-eye,e455,,
,scan-face,e456,,
,scan-line,e457,,
,scan-search,e458,,
,scan-text,e45a,,
,scatter-chart,e45b,,
,school,e45c,,
,scissors,e45e,,
,scissors-line-dashed,e45d,,
,screen-share,e460,,
,screen-share-off,e45f,,
,scroll,e461,,
,scroll-text,e462,,
,search,e466,,
,search-check,e463,,
,search-code,e464,,
,search-slash,e465,,
,search-x,e467,,
,send,e469,,
,send-horizontal,e468,,
,send-to-back,e46a,,
,separator-horizontal,e46b,,
,separator-vertical,e46c,,
,server,e470,,
,server-cog,e46d,,
,server-crash,e46e,,
,server-off,e46f,,
,settings,e472,,
,settings-2,e471,,
,shapes,e473,,
,share,e475,,
,share-2,e474,,
,sheet,e476,,
,shell,e477,,
,shield,e481,,
,shield-alert,e478,,
,shield-ban,e479,,
,shield-check,e47a,,
,shield-ellipsis,e47b,,
,shield-half,e47c,,
,shield-minus,e47d,,
,shield-off,e47e,,
,shield-plus,e47f,,
,shield-question,e480,,
,shield-x,e482,,
,ship,e483,,
,ship-wheel,e484,,
,shirt,e485,,
,shopping-bag,e486,,
,shopping-basket,e487,,
,shopping-cart,e488,,
,shovel,e489,,
,shower-head,e48a,,
,shrink,e48b,,
,shrub,e48c,,
,shuffle,e48d,,
,sigma,e48e,,
,signal,e492,,
,signal-high,e48f,,
,signal-low,e490,,
,signal-medium,e491,,
,signal-zero,e493,,
,signpost,e495,,
,signpost-big,e494,,
,siren,e496,,
,skip-back,e497,,
,skip-forward,e498,,
,skull,e499,,
,slack,e49a,,
,slash,e49b,,
,slice,e49c,,
,sliders-horizontal,e49d,,
,sliders-vertical,e49e,,
,smartphone,e4a1,,
,smartphone-charging,e49f,,
,smartphone-nfc,e4a0,,
,smile,e4a3,,
,smile-plus,e4a2,,
,snail,e4a4,,
,snowflake,e4a5,,
,sofa,e4a6,,
,soup,e4a7,,
,space,e4a8,,
,spade,e4a9,,
,sparkle,e4ab,,
,sparkles,e4aa,,
,speaker,e4ac,,
,speech,e4ad,,
,spell-check,e4af,,
,spell-check-2,e4ae,,
,spline,e4b0,,
,split,e4b1,,
,spray-can,e4b2,,
,sprout,e4b3,,
,square,e4e9,,
,square-activity,e4b4,,
,square-arrow-down,e4b7,,
,square-arrow-down-left,e4b5,,
,square-arrow-down-right,e4b6,,
,square-arrow-left,e4b8,,
,square-arrow-out-down-left,e4b9,,
,square-arrow-out-down-right,e4ba,,
,square-arrow-out-up-left,e4bb,,
,square-arrow-out-up-right,e4bc,,
,square-arrow-right,e4bd,,
,square-arrow-up,e4c0,,
,square-arrow-up-left,e4be,,
,square-arrow-up-right,e4bf,,
,square-asterisk,e4c1,,
,square-bottom-dashed-scissors,e4c2,,
,square-check,e4c4,,
,square-check-big,e4c3,,
,square-chevron-down,e4c5,,
,square-chevron-left,e4c6,,
,square-chevron-right,e4c7,,
,square-chevron-up,e4c8,,
,square-code,e4c9,,
,square-dashed-bottom,e4cb,,
,square-dashed-bottom-code,e4ca,,
,square-dashed-kanban,e4cc,,
,square-dashed-mouse-pointer,e4cd,,
,square-divide,e4ce,,
,square-dot,e4cf,,
,square-equal,e4d0,,
,square-function,e4d1,,
,square-gantt-chart,e4d2,,
,square-kanban,e4d3,,
,square-library,e4d4,,
,square-m,e4d8,,
,square-menu,e4d5,,
,square-minus,e4d6,,
,square-mouse-pointer,e4d7,,
,square-parking,e4da,,
,square-parking-off,e4d9,,
,square-pen,e4db,,
,square-percent,e4dc,,
,square-pi,e4de,,
,square-pilcrow,e4dd,,
,square-play,e4df,,
,square-plus,e4e0,,
,square-power,e4e1,,
,square-radical,e4e2,,
,square-scissors,e4e3,,
,square-sigma,e4e4,,
,square-slash,e4e5,,
,square-split-horizontal,e4e6,,
,square-split-vertical,e4e7,,
,square-stack,e4e8,,
,square-terminal,e4ea,,
,square-user,e4ec,,
,square-user-round,e4eb,,
,square-x,e4ed,,
,squircle,e4ee,,
,squirrel,e4ef,,
,stamp,e4f0,,
,star,e4f3,,
,star-half,e4f1,,
,star-off,e4f2,,
,step-back,e4f4,,
,step-forward,e4f5,,
,stethoscope,e4f6,,
,sticker,e4f7,,
,sticky-note,e4f8,,
,store,e4f9,,
,stretch-horizontal,e4fa,,
,stretch-vertical,e4fb,,
,strikethrough,e4fc,,
,subscript,e4fd,,
,sun,e504,,
,sun-dim,e4fe,,
,sun-medium,e4ff,,
,sun-moon,e500,,
,sunrise,e501,,
,sunset,e502,,
,sun-snow,e503,,
,superscript,e505,,
,swatch-book,e506,,
,swiss-franc,e507,,
,switch-camera,e508,,
,sword,e50a,,
,swords,e509,,
,syringe,e50b,,
,table,e512,,
,table-2,e50c,,
,table-cells-merge,e50d,,
,table-cells-split,e50e,,
,table-columns-split,e50f,,
,table-properties,e510,,
,table-rows-split,e511,,
,tablet,e515,,
,tablets,e514,,
,tablet-smartphone,e513,,
,tag,e517,,
,tags,e516,,
,tally-1,e518,,
,tally-2,e519,,
,tally-3,e51a,,
,tally-4,e51b,,
,tally-5,e51c,,
,tangent,e51d,,
,target,e51e,,
,telescope,e51f,,
,tent,e520,,
,tent-tree,e521,,
,terminal,e522,,
,test-tube,e525,,
,test-tube-diagonal,e523,,
,test-tubes,e524,,
,text,e52b,,
,text-cursor,e527,,
,text-cursor-input,e526,,
,text-quote,e528,,
,text-search,e529,,
,text-select,e52a,,
,theater,e52c,,
,thermometer,e52f,,
,thermometer-snowflake,e52d,,
,thermometer-sun,e52e,,
,thumbs-down,e530,,
,thumbs-up,e531,,
,ticket,e537,,
,ticket-check,e532,,
,ticket-minus,e533,,
,ticket-percent,e534,,
,ticket-plus,e535,,
,ticket-slash,e536,,
,ticket-x,e538,,
,timer,e53b,,
,timer-off,e539,,
,timer-reset,e53a,,
,toggle-left,e53c,,
,toggle-right,e53d,,
,tornado,e53e,,
,torus,e53f,,
,touchpad,e541,,
,touchpad-off,e540,,
,tower-control,e542,,
,toy-brick,e543,,
,tractor,e544,,
,traffic-cone,e545,,
,train-front,e546,,
,train-front-tunnel,e547,,
,train-track,e548,,
,tram-front,e549,,
,trash,e54b,,
,trash-2,e54a,,
,tree-deciduous,e54c,,
,tree-palm,e54d,,
,tree-pine,e54e,,
,trees,e54f,,
,trello,e550,,
,trending-down,e551,,
,trending-up,e552,,
,triangle,e555,,
,triangle-alert,e553,,
,triangle-right,e554,,
,trophy,e556,,
,truck,e557,,
,turtle,e558,,
,tv,e55a,,
,tv-2,e559,,
,twitch,e55b,,
,twitter,e55c,,
,type,e55d,,
,umbrella,e55f,,
,umbrella-off,e55e,,
,underline,e560,,
,undo,e563,,
,undo-2,e561,,
,undo-dot,e562,,
,unfold-horizontal,e564,,
,unfold-vertical,e565,,
,ungroup,e566,,
,university,e567,,
,unlink,e569,,
,unlink-2,e568,,
,unplug,e56a,,
,upload,e56b,,
,usb,e56c,,
,user,e57b,,
,user-check,e56d,,
,user-cog,e56e,,
,user-minus,e56f,,
,user-plus,e570,,
,user-round,e576,,
,user-round-check,e571,,
,user-round-cog,e572,,
,user-round-minus,e573,,
,user-round-plus,e574,,
,user-round-search,e575,,
,user-round-x,e577,,
,users,e57a,,
,user-search,e578,,
,users-round,e579,,
,user-x,e57c,,
,utensils,e57e,,
,utensils-crossed,e57d,,
,utility-pole,e57f,,
,variable,e580,,
,vault,e581,,
,vegan,e582,,
,venetian-mask,e583,,
,vibrate,e585,,
,vibrate-off,e584,,
,video,e587,,
,video-off,e586,,
,videotape,e588,,
,view,e589,,
,voicemail,e58a,,
,volume,e58d,,
,volume-1,e58b,,
,volume-2,e58c,,
,volume-x,e58e,,
,vote,e58f,,
,wallet,e592,,
,wallet-cards,e590,,
,wallet-minimal,e591,,
,wallpaper,e593,,
,wand,e595,,
,wand-sparkles,e594,,
,warehouse,e596,,
,washing-machine,e597,,
,watch,e598,,
,waves,e599,,
,waypoints,e59a,,
,webcam,e59b,,
,webhook,e59d,,
,webhook-off,e59c,,
,weight,e59e,,
,wheat,e5a0,,
,wheat-off,e59f,,
,whole-word,e5a1,,
,wifi,e5a3,,
,wifi-off,e5a2,,
,wind,e5a4,,
,wine,e5a6,,
,wine-off,e5a5,,
,workflow,e5a7,,
,worm,e5a8,,
,wrap-text,e5a9,,
,wrench,e5aa,,
,x,e5ab,,
,youtube,e5ac,,
,zap,e5ae,,
,zap-off,e5ad,,
,zoom-in,e5af,,
,zoom-out,e5b0,,
