G,Name,U+,Style,Tags
,slowmo,e3be,,
,smallcircle,e3c0,,
,smallcircle-2,e3bf,,
,smiley,e3c2,,
,smiley-4,e3c1,,
,smoke,e3c4,,
,smoke-4,e3c3,,
,snow,e3c5,,
,sort-down,e3c8,,
,sort-down-2,e3c6,,
,sort-down-4,e3c7,,
,sort-up,e3cb,,
,sort-up-2,e3c9,,
,sort-up-4,e3ca,,
,sparkles,e3cc,,
,speaker,e3d7,,
,speaker-1,e3ce,,
,speaker-1-4,e3cd,,
,speaker-2,e3cf,,
,speaker-3,e3d0,,
,speaker-4,e3d1,,
,speaker-5,e3d2,,
,speaker-slash,e3d6,,
,speaker-slash-4,e3d3,,
,speaker-slash-rtl,e3d5,,
,speaker-slash-rtl-4,e3d4,,
,speaker-zzz,e3db,,
,speaker-zzz-4,e3d8,,
,speaker-zzz-rtl,e3da,,
,speaker-zzz-rtl-4,e3d9,,
,speedometer,e3dc,,
,sportscourt,e3de,,
,sportscourt-4,e3dd,,
,square-3,e3df,,
,square-4,e3e0,,
,square-arrow-down-3,e3e1,,
,square-arrow-down-4,e3e2,,
,square-arrow-down-on-3,e3e3,,
,square-arrow-down-on-4,e3e4,,
,square-arrow-left-3,e3e5,,
,square-arrow-left-4,e3e6,,
,square-arrow-right-3,e3e7,,
,square-arrow-right-4,e3e8,,
,square-arrow-up-3,e3e9,,
,square-arrow-up-4,e3ea,,
,square-arrow-up-on-3,e3eb,,
,square-arrow-up-on-4,e3ec,,
,square-favorites-3,e3ee,,
,square-favorites-3-2,e3ed,,
,square-favorites-4,e3f0,,
,square-favorites-4-2,e3ef,,
,square-grid-2x2-3,e3f1,,
,square-grid-2x2-4,e3f2,,
,square-grid-3x2-3,e3f3,,
,square-grid-4x3-3,e3f4,,
,square-gridx2-4,e3f5,,
,square-lefthalf-3,e3f6,,
,square-line-vertical-3,e3f7,,
,square-line-vertical-4,e3f8,,
,square-list-3,e3f9,,
,square-list-4,e3fa,,
,square-on-2-3,e3fb,,
,square-on-2-4,e3fc,,
,square-on-3,e3fd,,
,square-on-4,e3fe,,
,square-pencil-3,e3ff,,
,square-pencil-4,e400,,
,square-righthalf-3,e401,,
,squares-below-rectangle-3,e402,,
,square-split-1x2-3,e403,,
,square-split-1x2-4,e404,,
,square-split-2x1-3,e405,,
,square-split-2x1-4,e406,,
,square-split-2x2-3,e407,,
,square-split-2x2-4,e408,,
,square-stack-3,e40d,,
,square-stack-3d-down-dottedline-3,e409,,
,square-stack-3d-down-right-3,e40a,,
,square-stack-3d-up-3,e40b,,
,square-stack-3d-up-slash-3,e40c,,
,square-stack-4,e40e,,
,square-stackd-down-right-4,e40f,,
,square-stackd-up-4,e410,,
,square-stackd-up-slash-4,e411,,
,star,e419,,
,star-2,e412,,
,star-4,e413,,
,star-lefthalf,e414,,
,staroflife,e416,,
,staroflife-4,e415,,
,star-slash,e418,,
,star-slash-4,e417,,
,status,e41a,,
,sticker,e41b,,
,stop,e41e,,
,stop-2,e41c,,
,stop-4,e41d,,
,stopwatch,e420,,
,stopwatch-4,e41f,,
,strikethrough,e421,,
,suit-club,e423,,
,suit-club-4,e422,,
,suit-diamond,e425,,
,suit-diamond-4,e424,,
,suit-heart,e427,,
,suit-heart-4,e426,,
,suit-spade,e429,,
,suit-spade-4,e428,,
,sum,e42a,,
,sun-dust,e42c,,
,sun-dust-4,e42b,,
,sun-haze,e42e,,
,sun-haze-4,e42d,,
,sun-max,e430,,
,sun-max-4,e42f,,
,sun-min,e432,,
,sun-min-4,e431,,
,sunrise,e434,,
,sunrise-4,e433,,
,sunset,e436,,
,sunset-4,e435,,
,table,e43a,,
,table-4,e437,,
,table-badge-more,e439,,
,table-badge-more-4,e438,,
,tag,e43d,,
,tag-2,e43b,,
,tag-4,e43c,,
,t-bubble,e43f,,
,t-bubble-4,e43e,,
,text-aligncenter,e440,,
,text-alignleft,e441,,
,text-alignright,e442,,
,text-append,e443,,
,text-badge-checkmark,e444,,
,text-badge-minus,e445,,
,text-badge-plus,e446,,
,text-badge-star,e447,,
,text-badge-xmark,e448,,
,textbox,e449,,
,text-bubble,e44b,,
,text-bubble-4,e44a,,
,text-cursor,e44c,,
,textformat,e454,,
,textformat-123,e44d,,
,textformat-2,e44e,,
,textformat-abc,e450,,
,textformat-abc-dottedunderline,e44f,,
,textformat-size,e451,,
,textformat-subscript,e452,,
,textformat-superscript,e453,,
,text-insert,e455,,
,text-justify,e458,,
,text-justifyleft,e456,,
,text-justifyright,e457,,
,text-quote,e459,,
,thermometer,e45c,,
,thermometer-snowflake,e45a,,
,thermometer-sun,e45b,,
,ticket,e460,,
,ticket-4,e45d,,
,tickets,e45f,,
,tickets-4,e45e,,
,timelapse,e461,,
,timer,e463,,
,timer-4,e462,,
,today,e465,,
,today-4,e464,,
,tornado,e466,,
,tortoise,e468,,
,tortoise-4,e467,,
,tram,e469,,
,trash,e46e,,
,trash-2,e46a,,
,trash-4,e46b,,
,trash-slash,e46d,,
,trash-slash-4,e46c,,
,tray,e477,,
,tray-2,e46f,,
,tray-4,e470,,
,tray-arrow-down,e472,,
,tray-arrow-down-4,e471,,
,tray-arrow-up,e474,,
,tray-arrow-up-4,e473,,
,tray-full,e476,,
,tray-full-4,e475,,
,tree,e478,,
,triangle,e47c,,
,triangle-4,e479,,
,triangle-lefthalf,e47a,,
,triangle-righthalf,e47b,,
,tropicalstorm,e47d,,
,tuningfork,e47e,,
,tv,e483,,
,tv-2,e47f,,
,tv-4,e480,,
,tv-music-note,e482,,
,tv-music-note-4,e481,,
,uiwindow-split-2x1,e484,,
,umbrella,e486,,
,umbrella-4,e485,,
,underline,e487,,
,upload,e489,,
,upload-2,e488,,
,videocam,e48c,,
,videocam-2,e48a,,
,videocam-4,e48b,,
,view-2d,e48d,,
,view-3d,e48e,,
,viewfinder,e491,,
,viewfinder-2,e48f,,
,viewfinder-4,e490,,
,wallet,e493,,
,wallet-4,e492,,
,wand-rays,e495,,
,wand-rays-inverse,e494,,
,wand-stars,e497,,
,wand-stars-inverse,e496,,
,waveform,e49e,,
,waveform-2,e498,,
,waveform-4,e499,,
,waveform-path,e49d,,
,waveform-path-badge-minus,e49a,,
,waveform-path-badge-plus,e49b,,
,waveform-path-ecg,e49c,,
,wifi,e4a1,,
,wifi-exclamationmark,e49f,,
,wifi-slash,e4a0,,
,wind,e4a3,,
,wind-snow,e4a2,,
,wrench,e4a5,,
,wrench-4,e4a4,,
,xmark,e4b2,,
,xmark-2,e4a6,,
,xmark-3,e4a7,,
,xmark-4,e4a8,,
,xmark-5,e4a9,,
,xmark-octagon,e4ab,,
,xmark-octagon-4,e4aa,,
,xmark-rectangle,e4ad,,
,xmark-rectangle-4,e4ac,,
,xmark-seal,e4af,,
,xmark-seal-4,e4ae,,
,xmark-shield,e4b1,,
,xmark-shield-4,e4b0,,
,zoom-in,e4b3,,
,zoom-out,e4b4,,
,zzz,e4b5,,
