G,Name,U+,Style,Tags
,pen-connect-bluetooth,e425,,
,pen-connect-wifi,e426,,
,pen-tablet,e429,,
,pen-tablet-connect-usb,e427,,
,pen-tablet-connect-wifi,e428,,
,pentagon,e42a,,
,people-tag,e42b,,
,percentage,e430,,
,percentage-2,e42c,,
,percentage-3,e42d,,
,percentage-4,e42e,,
,percentage-5,e42f,,
,percent-rotate-out,e431,,
,perspective-view,e432,,
,pharmacy-cross,e433,,
,pharmacy-cross-tag,e434,,
,phone,e43b,,
,phone-disabled,e435,,
,phone-income,e436,,
,phone-minus,e437,,
,phone-outcome,e438,,
,phone-paused,e439,,
,phone-plus,e43a,,
,phone-xmark,e43c,,
,piggy-bank,e43d,,
,pillow,e43e,,
,pin,e443,,
,pin-2,e43f,,
,pine-tree,e440,,
,pin-slash,e442,,
,pin-slash-2,e441,,
,pinterest,e444,,
,pipe-3d,e445,,
,pizza-slice,e446,,
,planet,e449,,
,planet-2,e447,,
,planet-sat,e448,,
,planimetry,e44a,,
,play,e450,,
,play-2,e44b,,
,playlist,e44e,,
,playlist-play,e44c,,
,playlist-plus,e44d,,
,playstation-gamepad,e44f,,
,plug-type-a,e451,,
,plug-type-c,e452,,
,plug-type-g,e453,,
,plug-type-l,e454,,
,plus,e45a,,
,plus-2,e455,,
,plus-3,e456,,
,plus-4,e457,,
,plus-5,e458,,
,plus-dashed,e459,,
,png-format,e45b,,
,pocket,e45c,,
,podcast,e45e,,
,podcast-2,e45d,,
,pokeball,e45f,,
,polar-sh,e460,,
,position,e462,,
,position-align,e461,,
,post,e464,,
,post-2,e463,,
,potion,e465,,
,pound,e466,,
,precision-tool,e467,,
,presentation,e469,,
,presentation-2,e468,,
,printer,e46a,,
,printing-page,e46b,,
,priority-down,e46d,,
,priority-down-2,e46c,,
,priority-high,e46f,,
,priority-high-2,e46e,,
,priority-medium,e471,,
,priority-medium-2,e470,,
,priority-up,e473,,
,priority-up-2,e472,,
,privacy-policy,e474,,
,private-wifi,e475,,
,profile,e476,,
,prohibition,e477,,
,project-curve-3d,e478,,
,puzzle,e479,,
,qr-code,e47a,,
,question-mark,e47b,,
,quote,e47f,,
,quote-2,e47c,,
,quote-message,e47e,,
,quote-message-2,e47d,,
,radiation,e480,,
,radius,e481,,
,rain,e482,,
,raw-format,e483,,
,receive-dollars,e484,,
,receive-euros,e485,,
,receive-pounds,e486,,
,receive-yens,e487,,
,redo,e48b,,
,redo-2,e488,,
,redo-3,e489,,
,redo-action,e48a,,
,reduce,e48c,,
,refresh,e490,,
,refresh-2,e48d,,
,refresh-3,e48e,,
,refresh-double,e48f,,
,reload-window,e491,,
,reminder-hand-gesture,e492,,
,repeat,e494,,
,repeat-once,e493,,
,reply,e495,,
,reply-to-message,e496,,
,report-columns,e497,,
,reports,e499,,
,reports-2,e498,,
,repository,e49a,,
,restart,e49b,,
,rewind,e49d,,
,rewind-2,e49c,,
,rhombus,e4a0,,
,rhombus-arrow-right,e49f,,
,rhombus-arrow-right-2,e49e,,
,rings,e4a1,,
,rocket,e4a2,,
,rook,e4a3,,
,rotate-camera-left,e4a4,,
,rotate-camera-right,e4a5,,
,rounded-mirror,e4a6,,
,round-flask,e4a7,,
,rss-feed,e4a8,,
,rss-feed-tag,e4a9,,
,rubik-cube,e4aa,,
,ruler,e4af,,
,ruler-arrows,e4ab,,
,ruler-combine,e4ac,,
,ruler-minus,e4ad,,
,ruler-plus,e4ae,,
,running,e4b0,,
,safari,e4b1,,
,safe,e4b5,,
,safe-arrow-left,e4b2,,
,safe-arrow-right,e4b3,,
,safe-open,e4b4,,
,sandals,e4b6,,
,scale-frame-enlarge,e4b7,,
,scale-frame-reduce,e4b8,,
,scan-barcode,e4b9,,
,scanning,e4ba,,
,scan-qr-code,e4bb,,
,scarf,e4bc,,
,scissor,e4be,,
,scissor-2,e4bd,,
,screenshot,e4bf,,
,sea-and-sun,e4c0,,
,search,e4c2,,
,search-engine,e4c1,,
,search-window,e4c3,,
,sea-waves,e4c4,,
,secure-window,e4c5,,
,security-pass,e4c6,,
,select-edge-3d,e4c7,,
,select-face-3d,e4c8,,
,selective-tool,e4c9,,
,select-point-3d,e4ca,,
,select-window,e4cb,,
,send,e4d3,,
,send-2,e4cc,,
,send-diagonal,e4ce,,
,send-diagonal-2,e4cd,,
,send-dollars,e4cf,,
,send-euros,e4d0,,
,send-mail,e4d1,,
,send-pounds,e4d2,,
,send-yens,e4d4,,
,server,e4d8,,
,server-2,e4d5,,
,server-connection,e4d7,,
,server-connection-2,e4d6,,
,settings,e4da,,
,settings-profiles,e4d9,,
,share-android,e4dc,,
,share-android-2,e4db,,
,share-ios,e4dd,,
,shield,e4e9,,
,shield-2,e4de,,
,shield-alert,e4df,,
,shield-broken,e4e0,,
,shield-check,e4e1,,
,shield-download,e4e2,,
,shield-eye,e4e3,,
,shield-loading,e4e4,,
,shield-minus,e4e5,,
,shield-plus-in,e4e6,,
,shield-question,e4e7,,
,shield-search,e4e8,,
,shield-upload,e4ea,,
,shield-xmark,e4eb,,
,shirt,e4ec,,
,shirt-tank-top,e4ed,,
,shop,e4fb,,
,shop-four-tiles,e4ee,,
,shop-four-tiles-window,e4ef,,
,shopping-bag,e4f6,,
,shopping-bag-arrow-down,e4f0,,
,shopping-bag-arrow-up,e4f1,,
,shopping-bag-check,e4f2,,
,shopping-bag-minus,e4f3,,
,shopping-bag-plus,e4f4,,
,shopping-bag-pocket,e4f5,,
,shopping-bag-warning,e4f7,,
,shopping-code,e4f9,,
,shopping-code-check,e4f8,,
,shopping-code-xmark,e4fa,,
,shop-window,e4fc,,
,shortcut,e4fd,,
,short-pants,e4ff,,
,short-pants-pockets,e4fe,,
,shuffle,e500,,
,sidebar-collapse,e501,,
,sidebar-expand,e502,,
,sigma-function,e503,,
,simple-cart,e504,,
,sine-wave,e505,,
,single-tap-gesture,e506,,
,skateboard,e508,,
,skateboarding,e507,,
,skip-next,e50a,,
,skip-next-2,e509,,
,skip-prev,e50c,,
,skip-prev-2,e50b,,
,slash,e50e,,
,slash-2,e50d,,
,sleeper-chair,e50f,,
,slips,e510,,
,small-lamp,e512,,
,small-lamp-2,e511,,
,smartphone-device,e513,,
,smoking,e514,,
,snapchat,e515,,
,snow,e517,,
,snow-flake,e516,,
,soap,e518,,
,soccer-ball,e519,,
,sofa,e51a,,
,soil,e51c,,
,soil-2,e51b,,
,sort,e51e,,
,sort-down,e51d,,
,sort-up,e51f,,
,sound-high,e521,,
,sound-high-2,e520,,
,sound-low,e523,,
,sound-low-2,e522,,
,sound-min,e525,,
,sound-min-2,e524,,
,sound-off,e527,,
,sound-off-2,e526,,
,spades,e528,,
,spark,e52c,,
,spark-2,e529,,
,sparks,e52b,,
,sparks-2,e52a,,
,sphere,e52d,,
,spiral,e52e,,
,split-area,e52f,,
,split-dashed,e530,,
,spock-hand-gesture,e531,,
,spotify,e532,,
,square,e539,,
,square-3d-corner-to-corner,e533,,
,square-3d-from-center,e534,,
,square-3d-three-points,e535,,
,square-cursor,e537,,
,square-cursor-2,e536,,
,square-dashed,e538,,
,square-wave,e53a,,
,stackoverflow,e53b,,
,star,e53f,,
,star-2,e53c,,
,star-dashed,e53d,,
,star-half-dashed,e53e,,
,stat-down,e540,,
,stats-down,e542,,
,stats-down-2,e541,,
,stats-report,e543,,
,stats-up,e545,,
,stats-up-2,e544,,
,stat-up,e546,,
,strategy,e547,,
,stretching,e548,,
,strikethrough,e549,,
,stroller,e54a,,
,style-border,e54c,,
,style-border-2,e54b,,
,submit-document,e54d,,
,substract,e54e,,
,suggestion,e54f,,
,suitcase,e550,,
,sun-light,e551,,
,svg-format,e552,,
,sweep-3d,e553,,
,swimming,e554,,
,swipe-down-gesture,e555,,
,swipe-left-gesture,e556,,
,swipe-right-gesture,e557,,
,swipe-two-fingers-down-gesture,e558,,
,swipe-two-fingers-left-gesture,e559,,
,swipe-two-fingers-right-gesture,e55a,,
,swipe-two-fingers-up-gesture,e55b,,
,swipe-up-gesture,e55c,,
,switch-off,e55d,,
,switch-on,e55e,,
,system-restart,e55f,,
,system-shut,e560,,
,table,e563,,
,table-2-columns,e561,,
,table-rows,e562,,
,task-list,e564,,
,telegram,e566,,
,telegram-2,e565,,
,temperature-down,e567,,
,temperature-high,e568,,
,temperature-low,e569,,
,temperature-up,e56a,,
,tennis-ball,e56c,,
,tennis-ball-2,e56b,,
,terminal,e56d,,
,terminal-tag,e56e,,
,test-tube,e56f,,
,text,e576,,
,text-2,e570,,
,text-3,e571,,
,text-arrows-up-down,e572,,
,text-box,e573,,
,text-magnifying-glass,e574,,
,text-size,e575,,
,threads,e577,,
,three-points,e578,,
,three-stars,e57a,,
,three-stars-2,e579,,
,thumbs-down,e57b,,
,thumbs-up,e57c,,
,thunderstorm,e57d,,
,tiff-format,e57e,,
,tif-format,e57f,,
,tiktok,e580,,
,timer,e583,,
,timer-2,e581,,
,timer-off,e582,,
,time-zone,e584,,
,tools,e585,,
,tournament,e586,,
,tower,e589,,
,tower-check,e587,,
,tower-no-access,e588,,
,tower-warning,e58a,,
,trademark,e58b,,
,train,e58c,,
,tram,e58d,,
,transition-down,e58f,,
,transition-down-2,e58e,,
,transition-left,e591,,
,transition-left-2,e590,,
,transition-right,e593,,
,transition-right-2,e592,,
,transition-up,e595,,
,transition-up-2,e594,,
,translate,e596,,
,trash,e598,,
,trash-2,e597,,
,treadmill,e599,,
,tree,e59a,,
,trekking,e59b,,
,trello,e59c,,
,triangle,e5a0,,
,triangle-flag,e59e,,
,triangle-flag-2,e59d,,
,triangle-flag-two-stripes,e59f,,
,trophy,e5a1,,
,truck,e5a4,,
,truck-green,e5a2,,
,truck-length,e5a3,,
,tunnel,e5a5,,
,tv,e5a7,,
,tv-fix,e5a6,,
,tv-warning,e5a8,,
,twitter,e5a9,,
,two-points,e5aa,,
,two-seater-sofa,e5ab,,
,type,e5ac,,
,umbrella,e5ad,,
,underline,e5b0,,
,underline-2,e5ae,,
,underline-3,e5af,,
,undo,e5b4,,
,undo-2,e5b1,,
,undo-3,e5b2,,
,undo-action,e5b3,,
,union,e5b7,,
,union-2,e5b5,,
,union-horiz,e5b6,,
,unity,e5b9,,
,unity-5,e5b8,,
,unjoin-3d,e5ba,,
,upload,e5be,,
,upload-2,e5bb,,
,upload-3,e5bc,,
,upload-data-window,e5bd,,
,usb,e5c0,,
,usb-2,e5bf,,
,user,e5cb,,
,user-2,e5c1,,
,user-3,e5c2,,
,user-badge-check,e5c3,,
,user-bag,e5c4,,
,user-cart,e5c5,,
,user-crown,e5c6,,
,user-love,e5c7,,
,user-plus,e5c8,,
,user-scan,e5c9,,
,user-star,e5ca,,
,user-xmark,e5cc,,
,u-turn-arrow-left,e5cd,,
,u-turn-arrow-right,e5ce,,
,vegan,e5d1,,
,vegan-2,e5cf,,
,vegan-3,e5d0,,
,vehicle-green,e5d2,,
,vertical-merge,e5d3,,
,vertical-split,e5d4,,
,vials,e5d5,,
,video-camera,e5d7,,
,video-camera-off,e5d6,,
,video-projector,e5d8,,
,view-360,e5d9,,
,view-columns-2,e5da,,
,view-columns-3,e5db,,
,view-grid,e5dc,,
,view-structure-down,e5dd,,
,view-structure-up,e5de,,
,voice,e5e4,,
,voice-2,e5df,,
,voice-3,e5e0,,
,voice-check,e5e1,,
,voice-lock,e5e2,,
,voice-scan,e5e3,,
,voice-xmark,e5e5,,
,vr-tag,e5e6,,
,vue-js,e5e7,,
,waist,e5e8,,
,walking,e5e9,,
,wallet,e5eb,,
,wallet-2,e5ea,,
,warning,e5f0,,
,warning-2,e5ec,,
,warning-3,e5ed,,
,warning-4,e5ee,,
,warning-hexagon,e5ef,,
,warning-triangle,e5f2,,
,warning-triangle-2,e5f1,,
,warning-window,e5f3,,
,wash,e5f5,,
,washing-machine,e5f4,,
,watering-soil,e5f6,,
,webp-format,e5f7,,
,web-window,e5fb,,
,web-window-2,e5f8,,
,web-window-energy-consumption,e5fa,,
,web-window-energy-consumption-2,e5f9,,
,web-window-xmark,e5fd,,
,web-window-xmark-2,e5fc,,
,weight,e5ff,,
,weight-2,e5fe,,
,white-flag,e601,,
,white-flag-2,e600,,
,wifi,e605,,
,wifi-off,e602,,
,wifi-signal-none,e604,,
,wifi-signal-none-2,e603,,
,wifi-tag,e607,,
,wifi-tag-2,e606,,
,wifi-warning,e609,,
,wifi-warning-2,e608,,
,wifi-xmark,e60a,,
,wind,e612,,
,window-check,e60b,,
,window-lock,e60c,,
,window-no-access,e60d,,
,windows,e60e,,
,window-tabs,e610,,
,window-tabs-2,e60f,,
,window-xmark,e611,,
,wolf,e613,,
,wrap-text,e614,,
,wrench,e615,,
,wristwatch,e616,,
,www,e617,,
,x,e623,,
,x-2,e618,,
,xbox-a,e619,,
,xbox-b,e61a,,
,xbox-x,e61b,,
,xbox-y,e61c,,
,xmark,e621,,
,xmark-2,e61d,,
,xmark-3,e61e,,
,xmark-4,e61f,,
,xmark-5,e620,,
,xray-view,e622,,
,y,e62a,,
,yelp,e624,,
,yen,e627,,
,yen-2,e625,,
,yen-3,e626,,
,yoga,e628,,
,youtube,e629,,
,z,e62d,,
,zoom-in,e62b,,
,zoom-out,e62c,,
